route_id,trip_id,delay,trip_start
0050,D01669424,101,83880
0050,D01669431,48,83460
0050,D01669433,398,84660
0050,D01669435,-61,85860
0050,D01669596,41,85080
0050,D0448910,142,19440
0050,D04489103,107,26820
0050,D04489104,24,31320
0050,D04489105,-65,27300
0050,D04489106,34,31800
0050,D0448911,120,16260
0050,D04489111,-55,27720
0050,D04489112,-61,32280
0050,D04489113,-48,28200
0050,D04489116,486,32760
0050,D04489117,18,28680
0050,D04489118,10,33240
0050,D04489119,-91,29160
0050,D0448912,150,20040
0050,D04489122,-69,33720
0050,D04489123,-33,29700
0050,D04489124,135,34260
0050,D04489125,-22,30180
0050,D04489126,379,34800
0050,D04489127,33,30720
0050,D04489128,13,35340
0050,D04489133,-24,31260
0050,D04489136,271,35880
0050,D04489137,-17,31740
0050,D0448914,90,20640
0050,D04489140,101,36420
0050,D04489141,-15,32280
0050,D04489142,292,37020
0050,D04489143,126,32760
0050,D04489144,-4,37620
0050,D04489147,5,33240
0050,D04489148,-60,38220
0050,D04489149,-56,33720
0050,D0448915,129,17460
0050,D04489151,133,34260
0050,D04489154,119,38820
0050,D04489155,148,34740
0050,D04489156,-48,39420
0050,D04489157,321,35280
0050,D04489158,199,40020
0050,D04489159,263,35820
0050,D0448916,346,21180
0050,D04489162,80,40620
0050,D04489171,20,36360
0050,D04489172,-55,41220
0050,D04489173,40,36840
0050,D04489176,523,41820
0050,D04489177,229,37380
0050,D04489178,529,42420
0050,D04489179,100,37920
0050,D0448918,112,21660
0050,D04489182,175,43020
0050,D04489183,66,38520
0050,D04489184,465,43620
0050,D04489187,3,39120
0050,D04489188,-114,44220
0050,D04489189,383,39720
0050,D0448919,144,18480
0050,D04489193,144,40320
0050,D04489196,448,45420
0050,D04489197,262,40920
0050,D04489198,269,46020
0050,D04489199,461,41520
0050,D044892,-32,15540
0050,D0448920,667,22140
0050,D04489200,503,46620
0050,D04489208,166,47220
0050,D04489211,395,42120
0050,D04489212,350,47760
0050,D04489213,398,42720
0050,D04489214,55,48360
0050,D04489217,294,43320
0050,D04489219,415,43920
0050,D0448922,-2,22620
0050,D04489220,108,48900
0050,D04489223,118,44460
0050,D04489224,665,49500
0050,D04489225,187,45060
0050,D04489226,551,50040
0050,D04489227,194,45660
0050,D04489228,-51,50640
0050,D04489229,632,46260
0050,D0448923,91,19380
0050,D04489230,31,51180
0050,D04489231,145,46860
0050,D04489232,12,51780
0050,D04489233,232,47400
0050,D04489234,164,52380
0050,D04489235,411,48000
0050,D04489236,-74,52920
0050,D04489237,360,48540
0050,D04489240,-16,53460
0050,D04489241,369,49140
0050,D04489242,123,54000
0050,D04489243,10,49680
0050,D04489244,-49,54540
0050,D04489245,69,50280
0050,D04489246,1,55080
0050,D04489247,392,50820
0050,D04489248,21,55620
0050,D04489249,340,51360
0050,D04489250,73,56220
0050,D04489251,156,51960
0050,D04489252,-31,56760
0050,D04489253,218,52500
0050,D04489254,-142,57300
0050,D04489255,175,53040
0050,D04489258,-206,57840
0050,D0448926,622,23040
0050,D04489261,279,53580
0050,D04489262,-306,58380
0050,D04489263,57,54120
0050,D04489264,-18,58920
0050,D04489265,314,54660
0050,D04489268,-204,59520
0050,D04489269,71,55260
0050,D04489270,172,60060
0050,D04489271,133,55800
0050,D04489272,17,60600
0050,D04489273,211,56340
0050,D04489276,-127,61140
0050,D04489277,-111,56880
0050,D04489278,-23,61680
0050,D0448928,384,23520
0050,D04489283,93,57420
0050,D04489286,-281,62220
0050,D04489287,-86,57960
0050,D04489288,-102,62820
0050,D0448929,38,20160
0050,D04489290,-75,63360
0050,D04489291,-65,58560
0050,D04489292,58,63900
0050,D04489293,287,59100
0050,D04489295,42,59640
0050,D04489296,-177,64500
0050,D04489297,-56,60180
0050,D04489298,122,65040
0050,D04489299,135,60780
0050,D04489302,182,65580
0050,D04489303,-35,61320
0050,D04489304,-40,66180
0050,D04489305,31,61920
0050,D04489307,-44,62520
0050,D04489310,-31,67260
0050,D04489311,-22,63180
0050,D04489312,-46,67800
0050,D04489315,-12,63780
0050,D04489316,-84,68340
0050,D04489317,-130,64380
0050,D04489318,21,68880
0050,D04489319,4,64920
0050,D0448932,21,23940
0050,D04489322,-141,69480
0050,D04489325,69,65520
0050,D04489328,-88,70080
0050,D04489329,68,66120
0050,D0448933,-86,20760
0050,D04489330,-67,70740
0050,D04489337,134,66780
0050,D0448934,13,24420
0050,D04489340,-8,71340
0050,D04489341,-36,67320
0050,D04489342,-252,71940
0050,D04489343,16,67920
0050,D04489345,220,68520
0050,D04489346,325,72540
0050,D04489347,291,69120
0050,D04489350,7,73140
0050,D04489353,56,69720
0050,D04489356,-23,73740
0050,D04489357,300,70320
0050,D04489358,96,74400
0050,D04489359,-9,70920
0050,D0448936,10,24840
0050,D04489362,40,75180
0050,D04489365,-64,71520
0050,D04489367,26,72240
