route_id,trip_id,delay,trip_start
0050,D0166810,270,19440
0050,D01668100,421,35340
0050,D01668101,377,30960
0050,D01668104,351,35880
0050,D01668105,273,31380
0050,D01668106,51,36420
0050,D01668107,643,31800
0050,D01668109,281,32280
0050,D0166811,178,16260
0050,D01668112,241,37020
0050,D01668113,223,32760
0050,D01668114,74,37620
0050,D01668117,48,33720
0050,D01668118,33,38220
0050,D01668119,61,34260
0050,D01668122,81,38820
0050,D01668125,543,34740
0050,D01668128,240,39420
0050,D01668129,425,35280
0050,D01668136,507,40020
0050,D01668137,-53,36360
0050,D0166814,271,20040
0050,D01668141,136,36840
0050,D01668142,-31,41220
0050,D01668155,386,37380
0050,D01668158,86,41820
0050,D0166816,89,20640
0050,D01668161,454,37920
0050,D01668164,441,42420
0050,D01668166,-21,42960
0050,D01668167,-37,38520
0050,D01668168,224,43500
0050,D0166817,314,17460
0050,D01668171,192,39720
0050,D01668172,179,44040
0050,D01668173,148,40320
0050,D01668176,299,44520
0050,D01668178,-51,45060
0050,D01668179,450,40920
0050,D01668180,253,45540
0050,D01668181,27,41520
0050,D01668182,319,46080
0050,D01668185,458,42120
0050,D01668186,7,46620
0050,D01668187,642,42720
0050,D01668190,68,47160
0050,D01668194,29,47640
0050,D01668195,236,43320
0050,D01668198,78,48120
0050,D016682,-5,15540
0050,D0166820,392,21180
0050,D01668201,414,43920
0050,D01668202,-47,48600
0050,D01668203,-3,44460
0050,D01668206,409,49080
0050,D01668211,-51,45000
0050,D01668212,-66,49560
0050,D01668213,132,45540
0050,D01668214,353,50040
0050,D01668215,127,46020
0050,D01668216,302,50520
0050,D01668217,501,46560
0050,D01668218,298,51000
0050,D0166822,164,21600
0050,D01668220,411,51480
0050,D01668221,81,47100
0050,D01668222,-8,51960
0050,D01668223,88,47640
0050,D01668224,12,52380
0050,D01668225,284,48120
0050,D01668228,73,52860
0050,D01668229,351,48600
0050,D01668232,136,53340
0050,D01668233,162,49080
0050,D01668234,154,53820
0050,D01668235,51,49560
0050,D01668236,-32,54300
0050,D01668237,301,50040
0050,D01668238,456,54720
0050,D01668239,414,50520
0050,D0166824,348,22020
0050,D01668242,227,55140
0050,D01668243,114,51000
0050,D01668244,281,55560
0050,D01668248,-15,55980
0050,D01668249,179,51480
0050,D0166825,135,18480
0050,D01668250,59,56460
0050,D01668251,68,51960
0050,D01668252,232,56940
0050,D01668254,-25,57360
0050,D01668255,12,52440
0050,D01668256,120,57840
0050,D01668259,134,52920
0050,D01668261,324,53400
0050,D01668268,225,58740
0050,D01668271,25,53880
0050,D01668272,254,59220
0050,D01668273,85,54360
0050,D01668275,96,54780
0050,D01668276,252,59700
0050,D01668277,221,55260
0050,D01668278,246,60180
0050,D0166828,421,22440
0050,D01668282,203,60660
0050,D01668285,101,56160
0050,D01668286,591,61080
0050,D01668287,535,56580
0050,D01668290,-18,61560
0050,D01668291,59,57060
0050,D01668292,416,61980
0050,D01668295,597,58020
0050,D01668298,413,62940
0050,D0166830,414,22860
0050,D01668303,482,58500
0050,D01668304,433,63420
0050,D01668306,726,63900
0050,D01668307,540,59400
0050,D01668312,544,64380
0050,D01668318,679,65340
0050,D01668320,631,65820
0050,D01668321,805,60780
0050,D01668322,277,66300
0050,D01668323,655,61260
0050,D01668325,535,61740
0050,D01668328,290,66780
0050,D01668329,424,62160
0050,D0166833,215,19380
0050,D01668331,63,62640
0050,D01668332,119,67320
0050,D01668333,420,63060
0050,D01668334,155,67860
0050,D01668336,8,68400
0050,D01668337,425,63540
0050,D01668338,317,68940
0050,D01668339,314,64020
0050,D0166834,603,23280
0050,D01668341,325,64440
0050,D01668343,26,64860
0050,D01668346,380,69540
0050,D01668347,197,65340
0050,D01668348,130,70140
0050,D01668349,265,65820
0050,D01668350,428,70740
0050,D01668351,29,66300
0050,D01668352,28,71340
0050,D01668353,-17,66840
0050,D01668358,-36,71940
0050,D01668359,179,67920
0050,D01668364,38,72540
0050,D01668365,243,68520
0050,D01668366,228,73140
0050,D01668369,252,69120
0050,D01668372,39,73740
0050,D01668373,623,69720
0050,D01668375,203,70320
0050,D01668376,122,74400
0050,D01668377,1,70920
0050,D0166838,479,23640
0050,D01668388,172,75180
0050,D0166839,330,20160
0050,D01668391,-36,71520
0050,D01668396,172,76080
0050,D01668399,213,72240
0050,D016684,246,16740
0050,D0166840,238,24000
0050,D01668403,161,72840
0050,D01668404,137,76980
0050,D01668409,51,73440
0050,D01668410,73,77940
0050,D01668413,-16,74040
0050,D01668415,119,74640
0050,D01668418,97,79080
0050,D01668419,59,75240
0050,D0166842,558,24360
0050,D01668423,5,76140
0050,D01668424,46,80280
0050,D01668425,24,77040
0050,D01668426,-5,81480
0050,D01668427,0,77940
0050,D0166843,152,20760
0050,D01668432,-4,82680
0050,D01668435,-83,78840
0050,D01668439,-206,79860
0050,D0166844,187,24720
0050,D01668443,113,81060
0050,D01668444,258,85080
0050,D01668445,-56,82260
0050,D01668447,-29,83460
0050,D01668459,-69,84660
0050,D0166846,58,25080
0050,D01668461,-64,85860
0050,D0166849,178,21300
0050,D0166850,230,25800
0050,D0166853,172,21780
0050,D0166854,363,26160
0050,D0166855,105,22200
0050,D0166856,236,26520
0050,D0166857,413,22620
0050,D016686,113,17760
0050,D0166861,184,23460
0050,D0166862,426,27840
0050,D0166863,120,23940
0050,D0166864,248,28320
0050,D0166867,3,24300
0050,D0166868,-41,28800
0050,D0166869,142,24720
0050,D0166870,72,29280
0050,D0166872,14,29760
0050,D0166873,328,25080
0050,D0166875,101,25440
0050,D0166876,143,30240
0050,D0166877,41,25920
0050,D0166878,-100,30720
0050,D0166879,47,26460
0050,D016688,253,18660
0050,D0166880,73,31200
0050,D0166881,118,26940
0050,D0166882,9,31680
0050,D0166886,458,32160
0050,D0166887,297,27840
0050,D0166888,41,32640
0050,D0166889,253,28320
0050,D0166890,39,33180
0050,D0166891,252,28800
0050,D0166892,223,33720
0050,D0166893,-56,29160
0050,D0166895,18,29640
0050,D0166896,98,34260
0050,D0166897,874,30000
0050,D0166899,-64,30480
0078,C755691,248,13980
0085,D0306017637,-28,20700
0085,D0306017654,-18,17280
0085,D0306017657,-13,21720
0085,D0306017664,150,18480
0085,D0306017667,358,22680
0085,D0306017677,61,23100
0085,D0306017679,92,19680
0085,D0306017692,187,23640
0085,D0306017696,158,21420
0085,D0306017712,85,24900
0085,D0306017714,-38,20940
0085,D0306017717,282,25380
0085,D0306017734,83,21540
0085,D0306017737,-9,25800
0085,D0306017739,-67,22140
0085,D0306017742,-63,26340
0085,D0306017744,-140,22560
0085,D0306017747,58,26700
0085,D0306017867,312,24000
0085,D0306018047,-33,19680
0085,D0306018137,166,22200
