route_id,trip_id,delay,trip_start
50,D01669431,285,83460
50,D01669433,-42,84660
50,D01669435,-87,85860
50,D01669596,24,85080
50,D0167010,272,16740
50,D01670106,122,27540
50,D01670109,-19,23940
50,D01670112,237,28380
50,D01670115,39,24840
50,D01670124,176,29280
50,D01670127,113,25740
50,D01670136,320,30120
50,D01670145,360,26640
50,D01670148,201,31020
50,D01670151,6,27540
50,D0167016,102,17940
50,D01670166,339,31920
50,D01670169,185,28440
50,D01670178,522,32820
50,D01670181,255,29340
50,D01670184,224,33720
50,D01670187,323,30240
50,D01670196,357,34620
50,D01670199,36,31140
50,D01670202,186,35580
50,D01670205,162,32040
50,D01670214,244,36480
50,D0167022,171,19140
50,D01670235,166,33000
50,D01670244,737,37380
50,D01670247,115,33900
50,D0167025,-30,16320
50,D01670250,378,38280
50,D01670256,147,39180
50,D01670259,291,34800
50,D01670262,460,40080
50,D01670265,301,35700
50,D01670271,59,36600
50,D01670274,39,40980
50,D01670277,245,37500
50,D0167028,119,20340
50,D01670280,231,41880
50,D01670283,450,38400
50,D01670295,327,39300
50,D01670298,421,43680
50,D01670301,-20,40200
50,D0167031,-25,17520
50,D01670310,526,44580
50,D01670313,-23,41100
50,D01670316,243,45480
50,D01670328,244,46380
50,D01670331,113,42000
50,D01670334,683,47280
50,D01670337,179,42900
50,D0167034,64,21240
50,D01670343,120,43800
50,D01670349,361,44700
50,D01670355,435,45600
50,D01670361,136,46500
50,D01670367,334,47400
50,D01670373,96,48300
50,D016704,22,15540
50,D0167046,251,22140
50,D0167049,-14,18660
50,D0167052,152,23040
50,D0167055,-6,19860
50,D0167064,101,23940
50,D0167067,195,21060
50,D0167070,349,24840
50,D0167082,42,25740
50,D0167085,263,22140
50,D0167094,60,26640
50,D0167097,203,23040
70,D025173408,-39,83760
70,D025173436,11,83880
70,D02517908,91,84960
70,D0337715,102,17760
70,D0337719,-162,15480
70,D0337721,-34,18900
70,D033772363,60,20280
70,D033772365,-44,24060
70,D033772369,139,21180
70,D033772371,-18,24960
70,D033772375,-41,22020
70,D033772377,29,25860
70,D033772381,-42,22920
70,D033772383,-176,26760
70,D033772387,27,23820
70,D033772389,-18,27600
70,D033772393,93,24720
70,D033772395,129,28500
70,D033772399,36,25500
70,D033772401,12,29280
70,D033772405,-131,26400
70,D033772407,83,30180
70,D033772411,-119,27300
70,D033772413,307,31080
70,D033772417,-71,28200
70,D033772419,466,31980
70,D033772443,214,32880
70,D033772447,11,29100
70,D033772449,114,33780
70,D033772459,-36,30000
70,D033772461,414,34680
70,D033772465,-35,30900
70,D033772467,-54,35580
70,D033772471,-96,31800
70,D033772473,39,36480
70,D033772483,148,32700
70,D033772485,255,37380
70,D033772489,105,33600
70,D033772491,66,38280
70,D033772495,117,34500
70,D033772497,73,39180
70,D0337725,-22,16680
70,D033772501,68,35400
70,D033772507,370,36300
70,D033772509,271,40080
70,D033772513,7,37200
70,D033772515,382,40980
70,D033772519,139,38100
70,D033772521,227,41880
70,D033772527,109,42780
70,D033772531,27,39000
70,D033772533,183,43680
70,D033772543,23,39900
70,D033772545,58,44580
70,D033772555,149,40800
70,D033772557,188,45480
70,D033772561,26,41700
70,D033772563,141,46380
70,D033772585,50,42600
70,D033772587,199,47280
70,D033772591,-60,43500
70,D033772593,70,48180
70,D033772597,63,44400
70,D033772603,243,45300
70,D033772609,262,46200
70,D033772615,261,47100
70,D033772627,31,48000
70,D0337727,117,20100
70,D033773,-38,15360
70,D0337737,110,17880
70,D0337739,132,21300
70,D0337745,-45,22320
70,D0337749,-11,19080
70,D0337751,-35,23220
70,D033779,-29,16560
75,D0480110,231,27660
75,D0480111,35,26580
75,D0480112,4,28800
75,D04801145,47,27780
75,D04801146,59,30000
75,D04801147,175,28980
75,D04801148,121,31200
75,D04801149,-47,30180
75,D04801150,25,32340
75,D04801189,10,39540
75,D048012,56,22920
75,D04801223,84,31380
75,D04801225,190,32580
75,D04801226,100,34740
75,D04801227,11,33780
75,D04801228,154,35940
75,D04801229,-17,34980
75,D04801230,117,37140
75,D04801231,357,36180
75,D04801232,188,38340
75,D04801235,429,37380
75,D04801236,7,40740
75,D04801237,128,38580
75,D04801238,83,41940
75,D04801239,198,39780
75,D04801240,93,43140
75,D04801241,86,40980
75,D0480139,82,42180
75,D0480140,171,44340
75,D0480141,151,43380
75,D0480142,242,45540
75,D0480143,529,44580
75,D0480144,172,46740
75,D0480145,341,45780
75,D0480146,11,47940
75,D0480147,194,46980
75,D0480148,85,49140
75,D0480149,264,48180
75,D0480150,26,50340
75,D0480151,203,49380
75,D0480153,264,50580
75,D048016,65,25260
75,D048017,-42,24300
75,D048018,39,26460
75,D048019,144,25500
78,C897141,38,13980
85,D0306152209,7,83940
85,D0306152254,308,83280
85,D0306152268,149,84480
85,D0306152275,-37,85680
90,D0339510,32,16320
90,D03395100,-39,33360
90,D03395102,129,37560
90,D03395103,350,33960
90,D03395105,247,38160
90,D03395106,411,34560
90,D03395108,-162,38760
90,D03395109,115,35160
90,D03395111,26,39360
90,D03395112,360,35760
90,D03395114,217,39960
90,D03395115,176,36360
90,D03395117,339,40560
90,D03395118,318,36960
90,D0339512,-9,20160
90,D03395120,160,41160
90,D03395121,78,37560
90,D03395123,-20,41760
90,D03395124,199,38160
90,D03395126,171,42360
90,D03395127,571,38760
90,D03395129,838,42960
90,D03395130,329,39360
90,D03395132,119,43560
90,D03395145,399,39960
90,D03395147,172,44160
90,D03395148,36,40560
90,D0339515,185,21360
90,D03395150,-14,44760
90,D0339516,154,17520
90,D03395166,339,41160
90,D03395168,67,45360
90,D03395169,-14,41760
90,D03395171,260,45960
90,D03395172,230,42360
90,D03395174,620,46560
90,D03395175,181,42960
90,D03395177,6,47160
90,D03395178,298,43560
90,D0339518,84,22500
90,D03395180,-175,47760
90,D03395181,235,44160
90,D03395183,34,48360
90,D03395184,367,44760
90,D03395187,670,45360
90,D0339519,171,18720
90,D03395190,134,45960
90,D03395193,438,46560
90,D0339521,393,23700
90,D0339522,-25,19860
90,D03395220,455,47220
90,D03395223,8,47820
90,D0339524,-84,24900
90,D0339525,190,21060
90,D0339527,166,25620
90,D0339528,261,22260
90,D033953,-27,16560
90,D0339530,172,26220
90,D0339533,-13,26820
90,D0339534,6,23400
90,D0339536,484,27420
90,D0339539,3,28020
90,D0339540,41,24360
90,D0339542,14,28620
90,D0339546,110,25080
90,D0339548,21,29220
90,D0339549,173,25800
90,D0339551,139,29820
90,D0339552,182,26460
90,D0339554,24,30420
90,D0339555,63,27000
90,D0339557,34,31020
90,D0339558,723,27600
90,D033956,17,17760
90,D0339560,217,31620
90,D0339561,-198,28200
90,D0339563,334,32220
90,D0339564,195,28740
90,D0339566,-21,32820
90,D0339567,21,29340
90,D0339569,-13,33420
90,D0339573,17,29940
90,D0339575,95,34020
90,D0339576,72,30540
90,D0339578,593,34620
90,D0339579,93,31140
90,D0339581,548,35220
90,D0339585,327,31740
90,D0339587,308,35820
90,D0339588,156,32340
90,D033959,-72,18960
90,D0339590,-52,36360
90,D0339594,462,32760
90,D0339596,185,36960
90,D04680621,258,83340
90,D04680627,73,84540
90,D04680640,145,84120
110,D039442190,257,85680
110,D0394510,28,18480
110,D03945100,188,41280
110,D03945101,-30,42600
110,D03945102,269,41760
110,D03945103,-21,43020
110,D03945104,519,42180
110,D03945105,402,43500
110,D03945106,101,42660
110,D03945107,220,43920
110,D0394511,-14,20280
110,D03945110,435,43080
110,D03945111,286,44400
110,D03945112,337,43560
110,D03945113,-10,44820
110,D03945114,39,43980
110,D03945115,-32,45300
110,D03945116,160,44460
110,D03945117,50,45720
110,D03945118,284,44880
110,D03945119,237,46200
110,D0394512,161,19680
110,D03945120,238,45360
110,D03945121,182,46620
110,D03945124,287,45780
110,D03945125,183,47100
110,D03945126,476,46260
110,D03945127,238,47520
110,D03945128,110,46680
110,D03945129,6,48000
110,D0394513,53,21480
110,D03945130,245,47160
110,D03945131,9,48420
110,D03945133,8,48900
110,D03945136,192,48060
110,D03945137,17,49320
110,D03945138,199,48480
110,D03945139,81,49800
110,D0394514,-9,20880
110,D03945140,237,48960
110,D03945141,8,50220
110,D03945142,194,49380
110,D03945143,30,50700
110,D03945144,267,49860
110,D03945146,85,50280
110,D0394515,-9,22680
110,D03945150,333,50760
110,D0394516,117,22080
110,D0394517,17,23880
110,D0394518,122,23280
110,D0394519,28,25080
110,D039452,12,15480
110,D0394520,-45,24480
110,D0394521,27,25680
110,D0394523,102,26280
110,D0394524,85,25680
110,D0394525,-31,26880
110,D0394526,160,26280
110,D0394527,41,27420
110,D0394530,-17,26880
110,D0394531,-16,28020
110,D0394532,114,27480
110,D0394533,57,28620
110,D0394534,111,28080
110,D0394535,59,29220
110,D0394536,118,28680
110,D0394537,62,29820
110,D0394538,124,29280
110,D0394539,240,30360
110,D0394541,71,30780
110,D0394542,191,29880
110,D0394543,70,31320
110,D0394546,12,30480
110,D0394547,19,31800
110,D0394548,132,30960
110,D0394549,142,32280
110,D039455,4,16680
110,D0394550,383,31380
110,D0394551,204,32700
110,D0394552,197,31860
110,D0394553,86,33120
110,D0394554,249,32280
110,D0394555,136,33600
110,D0394556,188,32760
110,D0394557,30,34020
110,D0394558,76,33180
110,D0394559,94,34500
110,D0394562,132,33660
110,D0394563,28,34920
110,D0394564,267,34080
110,D0394565,-15,35400
110,D0394566,399,34560
110,D0394567,223,35820
110,D0394568,220,34980
110,D0394569,110,36300
110,D039457,80,17880
110,D0394570,258,35460
110,D0394571,50,36720
110,D0394572,38,35880
110,D0394573,-9,37200
110,D0394574,113,36360
110,D0394575,101,37620
110,D0394576,163,36780
110,D0394577,300,38100
110,D039458,21,17280
110,D0394580,297,37260
110,D0394581,126,38520
110,D0394583,58,39000
110,D0394584,244,38160
110,D0394585,63,39420
110,D0394586,68,38580
110,D0394587,18,39900
110,D0394588,238,39060
110,D0394589,13,40320
110,D039459,-34,19080
110,D0394590,364,39480
110,D0394591,79,40800
110,D0394592,319,39960
110,D0394593,146,41220
110,D0394594,306,40380
110,D0394595,28,41700
110,D0394598,179,40860
110,D0394599,27,42120
