route_id,trip_id,delay,trip_start
0050,D01668376,147,74400
0050,D01668388,388,75180
0050,D01668396,82,76080
0050,D01668404,71,76980
0050,D01668409,773,73440
0050,D01668410,166,77940
0050,D01668413,291,74040
0050,D01668415,248,74640
0050,D01668418,49,79080
0050,D01668419,84,75240
0050,D01668423,146,76140
0050,D01668424,56,80280
0050,D01668425,-33,77040
0050,D01668426,52,81480
0050,D01668427,38,77940
0050,D01668432,60,82680
0050,D01668435,40,78840
0050,D01668439,297,79860
0050,D01668443,0,81060
0050,D01668445,-10,82260
0085,D0306051789,290,74100
0085,D0306051880,83,75300
0085,D0306051887,134,75900
0085,D0306052044,50,74220
0085,D0306052048,-5,80340
0085,D0306052051,14,74820
0085,D0306052072,136,76020
0085,D0306052149,143,76620
0085,D0306052156,17,77220
0085,D0306052160,10,81540
0085,D0306052170,26,77820
0085,D0306052195,68,82740
0085,D0306052198,-22,79680
0085,D0306052209,-110,83940
0085,D0306052226,167,80880
0085,D0306052240,8,82080
0085,D0306053709,282,79140
0085,D0306055626,-37,76860
0085,D0306055654,311,78060
0085,D0306055692,84,75420
0090,D03390656,-13,74880
0090,D03390662,79,75480
0090,D03390668,16,76080
0090,D03390674,-40,76680
0090,D03390680,-85,77280
0090,D03390686,155,77880
0090,D03390690,-4,74880
0090,D03390695,279,78480
0090,D03390696,129,75480
0090,D03390710,-17,79080
0090,D03390714,10,76080
0090,D03390719,-8,79680
0090,D03390722,-19,80280
0090,D03390723,27,76680
0090,D03390725,-1,80880
0090,D03390726,32,77280
0090,D03390729,-31,77880
0090,D03390735,-50,78480
0090,D03390740,-115,82080
0090,D03390741,226,79080
0090,D03390743,0,82680
0090,D03390744,-19,79680
0090,D03390746,7,83340
0090,D03390747,-92,80280
0090,D03390749,-76,83940
0090,D03390750,-5,80880
0090,D03390753,-73,81480
0090,D03390756,115,82080
0090,D03390759,-7,82920
0110,D039441004,116,76680
0110,D039441005,148,77880
0110,D039441007,201,77280
0110,D039441013,204,77880
0110,D039441014,23,79080
0110,D039441016,256,78480
0110,D039441019,141,79080
0110,D039441020,-24,80280
0110,D039441028,85,79680
0110,D039441502,105,81540
0110,D039442175,168,80880
0110,D039442176,-27,82740
0110,D039442178,236,82080
0110,D039442179,5,83940
0110,D039442181,-16,83280
0110,D039442182,-131,85140
0110,D039442187,131,84480
0110,D03944996,45,76680
0130,C951253845,-21,80940
0130,C951253848,34,82680
0131,C951253833,6,77340
0131,C951253863,-57,84540
0150,D00745204,357,75420
0150,D00745206,858,76740
0150,D00745208,275,77940
0150,D00745213,415,74880
0150,D00745215,309,76080
0150,D00745220,330,79140
0150,D00745221,130,77280
0150,D00745223,89,78480
0150,D00745224,178,80940
0150,D00745225,515,79680
0150,D00745229,-63,80880
0160,D000595026,354,76440
0160,D000595028,119,77040
0160,D000595031,113,76320
0160,D000595032,506,77640
0160,D000595033,-3,76920
0160,D000595034,29,78240
0160,D000595035,85,77520
0160,D000595036,197,78840
0160,D000595049,18,78120
0160,D000595050,6,79440
0160,D000595069,84,78720
0160,D000595070,31,80040
0160,D000595073,-41,79320
0160,D000595074,100,80640
0160,D000595075,30,79920
0160,D000595076,34,81240
0160,D000595077,104,80520
0160,D000595078,-5,81840
0160,D000595079,-15,81120
0160,D000595080,54,82440
0160,D000595081,-136,81720
0160,D000595082,-3,83040
0160,D000595083,-71,82320
0160,D000595084,48,83640
0160,D000595085,-130,82920
0160,D000595086,-53,84240
0160,D000595089,67,83520
0160,D000595090,-3,84840
0160,D000595091,-69,84120
0160,D000595093,6,84720
0160,D000595118,4,85440
0210,D0297612651,115,76320
0210,D0297612666,17,77520
0210,D0297612671,20,78120
