trip_id,bin_code,pred,actual,error,day,abs_error
D0167610,10,44.652835845947266,108.0,-63.347164154052734,2,63.347164154052734
D01676103,14,52.19354248046875,27.0,25.19354248046875,2,25.19354248046875
D01676105,15,31.006603240966797,-26.99999237060547,58.006595611572266,2,58.006595611572266
D0167611,9,20.47787857055664,207.0,-186.52212142944336,2,186.52212142944336
D0167612,11,76.23614501953125,216.00003051757812,-139.76388549804688,2,139.76388549804688
D0167614,11,75.15083312988281,192.0,-116.84916687011719,2,116.84916687011719
D0167615,9,20.33426284790039,156.0,-135.6657371520996,2,135.6657371520996
D0167616,11,74.19945526123047,491.0,-416.80054473876953,2,416.80054473876953
D0167618,12,113.04380798339844,504.0,-390.95619201660156,2,390.95619201660156
D0167619,10,59.75099563598633,167.0,-107.24900436401367,2,107.24900436401367
D016762,8,28.58935546875,70.0,-41.41064453125,2,41.41064453125
D0167620,12,113.0135498046875,263.0,-149.9864501953125,2,149.9864501953125
D0167622,12,112.98930358886719,80.0,32.98930358886719,2,32.98930358886719
D0167623,10,59.407676696777344,41.0,18.407676696777344,2,18.407676696777344
D0167626,12,112.97303009033203,91.0,21.97303009033203,2,21.97303009033203
D0167628,13,121.19189453125,279.0000305175781,-157.80813598632812,2,157.80813598632812
D0167629,11,58.839622497558594,-57.0,115.8396224975586,2,115.8396224975586
D0167632,13,121.18558502197266,411.0,-289.81441497802734,2,289.81441497802734
D0167634,13,121.18406677246094,-12.0,133.18406677246094,2,133.18406677246094
D0167636,13,121.18773651123047,49.0,72.18773651123047,2,72.18773651123047
D0167637,11,58.79191207885742,320.0,-261.2080879211426,2,261.2080879211426
D016764,9,34.69480514526367,-41.0,75.69480514526367,2,75.69480514526367
D0167640,14,78.19234466552734,58.0,20.192344665527344,2,20.192344665527344
D0167641,12,46.93553924560547,-39.0,85.93553924560547,2,85.93553924560547
D0167642,14,78.0888900756836,-44.0,122.0888900756836,2,122.0888900756836
D0167643,12,46.92584991455078,83.0,-36.07415008544922,2,36.07415008544922
D01676454,47,10.189441680908203,80.0,-69.8105583190918,2,69.8105583190918
D0167646,14,77.99473571777344,187.0,-109.00526428222656,2,109.00526428222656
D01676461,47,7.457889556884766,62.0,-54.542110443115234,2,54.542110443115234
D016766,9,34.59489440917969,40.0,-5.4051055908203125,2,5.4051055908203125
D01676603,47,8.220523834228516,-41.0,49.220523834228516,2,49.220523834228516
D0167665,12,46.920047760009766,260.0,-213.07995223999023,2,213.07995223999023
D0167666,14,77.93348693847656,203.0,-125.06651306152344,2,125.06651306152344
D0167669,12,46.918182373046875,158.0,-111.08181762695312,2,111.08181762695312
D0167670,15,65.35391235351562,272.0,-206.64608764648438,2,206.64608764648438
D0167672,15,64.91478729248047,-93.99999237060547,158.91477966308594,2,158.91477966308594
D0167673,13,55.4278678894043,174.0,-118.5721321105957,2,118.5721321105957
D0167677,13,55.43240737915039,54.0,1.4324073791503906,2,1.4324073791503906
D0167679,13,55.441253662109375,245.0,-189.55874633789062,2,189.55874633789062
D016768,10,44.7070426940918,222.0,-177.2929573059082,2,177.2929573059082
D0167683,13,55.45218276977539,58.0,-2.5478172302246094,2,2.5478172302246094
D0167685,14,52.12580108642578,4.0,48.12580108642578,2,48.12580108642578
D0167687,14,52.14307403564453,10.0,42.14307403564453,2,42.14307403564453
D0167691,14,52.16640090942383,81.0,-28.833599090576172,2,28.833599090576172
C953911,7,-2.321197509765625,-23.0,20.678802490234375,2,20.678802490234375
D0166110,9,7.154262542724609,-3.0,10.15426254272461,2,10.15426254272461
D0166114,8,14.533992767333984,80.0,-65.46600723266602,2,65.46600723266602
D0166115675,10,24.472312927246094,156.0,-131.5276870727539,2,131.5276870727539
D0166115683,13,26.022258758544922,-9.0,35.02225875854492,2,35.02225875854492
D0166115692,11,50.365753173828125,183.0,-132.63424682617188,2,132.63424682617188
D0166115693,13,26.03949737548828,43.0,-16.96050262451172,2,16.96050262451172
D0166115695,11,45.00403594970703,13.0,32.00403594970703,2,32.00403594970703
D0166115698,14,33.756099700927734,71.0,-37.243900299072266,2,37.243900299072266
D0166115702,12,71.30428314208984,-38.00000762939453,109.30429077148438,2,109.30429077148438
D0166115703,14,33.77894973754883,19.0,14.778949737548828,2,14.778949737548828
D0166115715,12,50.896671295166016,-30.0,80.89667129516602,2,80.89667129516602
D0166115718,14,33.80561447143555,20.0,13.805614471435547,2,13.805614471435547
D0166115728,15,18.263126373291016,-29.0,47.263126373291016,2,47.263126373291016
D0166115730,12,50.88695526123047,-218.0,268.88695526123047,2,268.88695526123047
D0166115740,13,27.606903076171875,-18.0,45.606903076171875,2,45.606903076171875
D0166115760,13,27.618221282958984,-184.0,211.61822128295898,2,211.61822128295898
D0166115765,14,19.15915298461914,-60.99999237060547,80.15914535522461,2,80.15914535522461
D0166115770,14,19.053115844726562,-111.99999237060547,131.05310821533203,2,131.05310821533203
D0166115780,14,19.00487518310547,-98.99999237060547,118.00486755371094,2,118.00486755371094
D0166115795,15,16.663665771484375,-47.0,63.663665771484375,2,63.663665771484375
D0166115838,13,26.010330200195312,3.0,23.010330200195312,2,23.010330200195312
D0166115843,13,26.029186248779297,41.0,-14.970813751220703,2,14.970813751220703
D0166116115,13,27.60051727294922,-28.0,55.60051727294922,2,55.60051727294922
D0166119,9,23.733047485351562,77.0,-53.26695251464844,2,53.26695251464844
D0166119176,47,3.1896820068359375,64.0,-60.81031799316406,2,60.81031799316406
D0166121531,14,19.108680725097656,-109.99999237060547,129.10867309570312,2,129.10867309570312
D0166124,9,23.617191314697266,23.0,0.6171913146972656,2,0.6171913146972656
D0166129,10,25.141170501708984,-98.99999237060547,124.14116287231445,2,124.14116287231445
D0166132,8,3.4249420166015625,-52.0,55.42494201660156,2,55.42494201660156
D0166139,10,25.05953598022461,-7.0,32.05953598022461,2,32.05953598022461
D0166142,9,11.052898406982422,-35.0,46.05289840698242,2,46.05289840698242
D0166144,11,16.510799407958984,-60.99999237060547,77.51079177856445,2,77.51079177856445
D016615,8,-16.313919067382812,-15.0,-1.3139190673828125,2,1.3139190673828125
D016616338,11,16.439437866210938,133.0,-116.56056213378906,2,116.56056213378906
D016616340,9,10.36407470703125,-78.99999237060547,89.36406707763672,2,89.36406707763672
D016616343,11,16.36865997314453,6.0,10.368659973144531,2,10.368659973144531
D016616348,12,15.702823638916016,-110.99999237060547,126.70281600952148,2,126.70281600952148
D016616350,10,24.555110931396484,-103.99999237060547,128.55510330200195,2,128.55510330200195
D016616353,12,15.64736557006836,3.0,12.64736557006836,2,12.64736557006836
D016616358,12,15.592510223388672,216.00003051757812,-200.40752029418945,2,200.40752029418945
D04681103,15,26.964447021484375,37.0,-10.035552978515625,2,10.035552978515625
D04681118,15,26.92490005493164,-30.0,56.92490005493164,2,56.92490005493164
D0468112,10,50.292816162109375,-26.99999237060547,77.29280853271484,2,77.29280853271484
D0468115,10,50.24966049194336,-11.0,61.24966049194336,2,61.24966049194336
D0468116,9,45.75971984863281,70.0,-24.240280151367188,2,24.240280151367188
D0468118,11,40.18913269042969,0.0,40.18913269042969,2,40.18913269042969
D0468121,11,40.157737731933594,126.0,-85.8422622680664,2,85.8422622680664
D0468122,9,45.635047912597656,-31.0,76.63504791259766,2,76.63504791259766
D0468124,11,40.132320404052734,3.0,37.132320404052734,2,37.132320404052734
D0468127,11,40.114593505859375,64.0,-23.885406494140625,2,23.885406494140625
D046813,9,33.70486831665039,21.0,12.70486831665039,2,12.70486831665039
D0468130,12,59.25333786010742,75.0,-15.746662139892578,2,15.746662139892578
D0468131,10,36.97760772705078,100.0,-63.02239227294922,2,63.02239227294922
D0468133,12,59.24544906616211,29.999996185302734,29.245452880859375,2,29.245452880859375
D0468136,12,59.242584228515625,9.0,50.242584228515625,2,50.242584228515625
D0468137,11,26.194351196289062,51.0,-24.805648803710938,2,24.805648803710938
D0468139,13,47.92570877075195,-23.0,70.92570877075195,2,70.92570877075195
D0468142,13,47.93113708496094,-8.0,55.93113708496094,2,55.93113708496094
D0468143,11,26.15206527709961,124.0,-97.84793472290039,2,97.84793472290039
D0468145,13,47.94191360473633,-70.99999237060547,118.9419059753418,2,118.9419059753418
D0468146,11,26.131088256835938,12.0,14.131088256835938,2,14.131088256835938
D0468148,13,47.95561218261719,66.0,-18.044387817382812,2,18.044387817382812
D0468149,12,37.052772521972656,23.0,14.052772521972656,2,14.052772521972656
D0468151,14,36.813106536865234,-111.99999237060547,148.8130989074707,2,148.8130989074707
D0468152,12,37.041595458984375,76.0,-38.958404541015625,2,38.958404541015625
D0468154,14,36.83800506591797,75.0,-38.16199493408203,2,38.16199493408203
D0468155,12,37.03534698486328,33.0,4.035346984863281,2,4.035346984863281
D0468157,14,36.86419677734375,143.0,-106.13580322265625,2,106.13580322265625
D046816,9,33.63070297241211,29.0,4.630702972412109,2,4.630702972412109
D0468161,12,37.03404235839844,9.0,28.034042358398438,2,28.034042358398438
D0468163,15,42.669124603271484,8.0,34.669124603271484,2,34.669124603271484
D0468167,13,31.48162078857422,45.0,-13.518379211425781,2,13.518379211425781
D0468169,15,42.70330047607422,86.0,-43.29669952392578,2,43.29669952392578
D0468170,13,31.48851776123047,-7.0,38.48851776123047,2,38.48851776123047
D0468176,13,31.49930191040039,-17.0,48.49930191040039,2,48.49930191040039
D0468179,14,28.310771942138672,-17.0,45.31077194213867,2,45.31077194213867
D0468182,14,28.260303497314453,61.0,-32.73969650268555,2,32.73969650268555
D046819,10,50.34173583984375,32.0,18.34173583984375,2,18.34173583984375
D0468191,14,28.21697235107422,73.0,-44.78302764892578,2,44.78302764892578
D0468194,14,28.16845703125,-45.0,73.16845703125,2,73.16845703125
D0468197,15,27.01080322265625,86.0,-58.98919677734375,2,58.98919677734375
D011101,11,46.58990478515625,-30.0,76.58990478515625,2,76.58990478515625
D011102,12,35.616729736328125,-1.0,36.616729736328125,2,36.616729736328125
D011103,13,10.612247467041016,15.0,-4.387752532958984,2,4.387752532958984
D011104,14,45.51054382324219,26.0,19.510543823242188,2,19.510543823242188
D011105,15,56.34693145751953,65.0,-8.653068542480469,2,8.653068542480469
D011106,16,55.2216911315918,13.0,42.2216911315918,2,42.2216911315918
D0435610,9,-10.974678039550781,1.0,-11.974678039550781,2,11.974678039550781
D04356104,15,36.875125885009766,253.00003051757812,-216.12490463256836,2,216.12490463256836
D04356106,14,34.8863525390625,-8.0,42.8863525390625,2,42.8863525390625
D04356107,15,36.89474868774414,12.0,24.89474868774414,2,24.89474868774414
D04356109,15,37.936092376708984,103.0,-65.06390762329102,2,65.06390762329102
D0435611,10,21.118244171142578,26.0,-4.881755828857422,2,4.881755828857422
D04356110,16,41.509521484375,127.0,-85.490478515625,2,85.490478515625
D04356115,15,37.97480773925781,127.0,-89.02519226074219,2,89.02519226074219
D04356116,16,41.537872314453125,143.0,-101.46212768554688,2,101.46212768554688
D04356121,15,37.99833679199219,130.0,-92.00166320800781,2,92.00166320800781
D04356122,16,41.59239196777344,203.0,-161.40760803222656,2,161.40760803222656
D04356127,15,38.04429244995117,11.0,27.044292449951172,2,27.044292449951172
D04356128,16,41.62458801269531,81.0,-39.37541198730469,2,39.37541198730469
D0435613,10,29.94603729248047,59.0,-29.05396270751953,2,29.05396270751953
D04356130,16,45.23809051513672,137.0,-91.76190948486328,2,91.76190948486328
D04356131,16,41.65131759643555,101.0,-59.34868240356445,2,59.34868240356445
D04356133,16,45.26087951660156,11.0,34.26087951660156,2,34.26087951660156
D04356139,16,45.31539535522461,144.0,-98.68460464477539,2,98.68460464477539
D0435614,11,38.399078369140625,32.0,6.399078369140625,2,6.399078369140625
D04356145,16,45.34759521484375,-32.0,77.34759521484375,2,77.34759521484375
D0435616,10,29.863235473632812,86.0,-56.13676452636719,2,56.13676452636719
D0435617,11,38.372467041015625,45.0,-6.627532958984375,2,6.627532958984375
D043562,8,44.89167404174805,-18.0,62.89167404174805,2,62.89167404174805
D0435620,11,38.35186004638672,-2.0,40.35186004638672,2,40.35186004638672
D043562317,47,12.95626449584961,66.0,-53.04373550415039,2,53.04373550415039
D0435625,11,50.09999465942383,99.0,-48.90000534057617,2,48.90000534057617
D0435626,12,55.33802795410156,61.0,-5.6619720458984375,2,5.6619720458984375
D0435628,11,50.07939147949219,-11.0,61.07939147949219,2,61.07939147949219
D0435629,12,55.32532501220703,62.0,-6.674674987792969,2,6.674674987792969
D0435631,12,58.278953552246094,59.0,-0.7210464477539062,2,0.7210464477539062
D0435632,12,55.32344055175781,58.0,-2.6765594482421875,2,2.6765594482421875
D0435634,12,58.270484924316406,-2.0,60.270484924316406,2,60.270484924316406
D0435635,13,50.66771697998047,18.0,32.66771697998047,2,32.66771697998047
D0435640,12,58.26811981201172,17.000003814697266,41.26811599731445,2,41.26811599731445
D0435641,13,50.67559051513672,145.0,-94.32440948486328,2,94.32440948486328
D043565,9,-3.4145126342773438,-2.0,-1.4145126342773438,2,1.4145126342773438
D0435665,13,50.690895080566406,86.0,-35.309104919433594,2,35.309104919433594
D0435667,13,34.40414810180664,62.0,-27.59585189819336,2,27.59585189819336
D0435668,14,37.471336364746094,29.999996185302734,7.471340179443359,2,7.471340179443359
D0435670,13,34.412105560302734,83.0,-48.587894439697266,2,48.587894439697266
D0435671,14,37.4908332824707,105.0,-67.5091667175293,2,67.5091667175293
D0435677,14,37.504966735839844,42.0,-4.495033264160156,2,4.495033264160156
D0435679,13,34.42862319946289,87.0,-52.57137680053711,2,52.57137680053711
D043568,9,-3.75213623046875,6.0,-9.75213623046875,2,9.75213623046875
D0435680,14,37.51734924316406,54.0,-16.482650756835938,2,16.482650756835938
D0435682,14,34.81123733520508,18.0,16.811237335205078,2,16.811237335205078
D0435683,14,37.541297912597656,51.0,-13.458702087402344,2,13.458702087402344
D0435692,15,36.80973815917969,54.0,-17.190261840820312,2,17.190261840820312
D0435694,14,34.83681106567383,157.0,-122.16318893432617,2,122.16318893432617
D0435695,15,36.82589340209961,63.0,-26.17410659790039,2,26.17410659790039
C951251337,9,16.580585479736328,-52.0,68.58058547973633,2,68.58058547973633
C951251340,10,4.581916809082031,-23.0,27.58191680908203,2,27.58191680908203
C951251415,11,31.478961944580078,57.0,-25.521038055419922,2,25.521038055419922
C951251418,12,2.3431472778320312,15.0,-12.656852722167969,2,12.656852722167969
C951252561,13,55.86176300048828,138.0,-82.13823699951172,2,82.13823699951172
C951252801,15,14.189414978027344,63.0,-48.810585021972656,2,48.810585021972656
C951252804,16,13.566585540771484,-84.99999237060547,98.56657791137695,2,98.56657791137695
C951251351,9,29.746673583984375,78.0,-48.253326416015625,2,48.253326416015625
C951253,8,22.025238037109375,-18.0,40.025238037109375,2,40.025238037109375
D0451710,13,68.917724609375,83.0,-14.082275390625,2,14.082275390625
D0451712,13,67.85014343261719,42.0,25.850143432617188,2,25.850143432617188
D0451715,12,55.947235107421875,76.0,-20.052764892578125,2,20.052764892578125
D0451716,13,66.8409194946289,596.0,-529.1590805053711,2,529.1590805053711
D0451717,12,55.93267059326172,6.0,49.93267059326172,2,49.93267059326172
D0451718,14,131.1055908203125,52.0,79.1055908203125,2,79.1055908203125
D0451719,12,55.928409576416016,267.0,-211.07159042358398,2,211.07159042358398
D045172,10,23.038318634033203,279.0000305175781,-255.96171188354492,2,255.96171188354492
D0451722,14,131.13632202148438,250.0,-118.86367797851562,2,118.86367797851562
D0451725,13,105.50011444091797,399.0000305175781,-293.49991607666016,2,293.49991607666016
D0451726,15,133.26980590820312,13.0,120.26980590820312,2,120.26980590820312
D0451727,13,105.50127410888672,155.0,-49.49872589111328,2,49.49872589111328
D0451728,15,133.3275146484375,82.0,51.3275146484375,2,51.3275146484375
D0451729,14,147.12744140625,176.0,-28.87255859375,2,28.87255859375
D0451730,15,133.3984832763672,-23.0,156.3984832763672,2,156.3984832763672
D0451733,14,147.15591430664062,-13.0,160.15591430664062,2,160.15591430664062
D0451735,14,147.19796752929688,10.0,137.19796752929688,2,137.19796752929688
